Canton,MSE,IS_95
Alajuela,90.78363631043175,5.370988154963491
Alajuelita,49.57938828385638,13.117685304958774
Atenas,586.1000994431073,10.145268755758618
Cañas,1301.1732939432084,12.327708615282413
Carrillo,807.2083075908868,9.142105703737839
Corredores,573.525205485219,8.612631653417283
Desamparados,33.42498787600085,8.29215025328258
Esparza,599.5545902368658,8.408065725415485
Garabito,1198.021672325799,9.807148266129428
Golfito,404.3438727507199,8.217363778433043
Guacimo,247.2491822101844,4.413210041743811
La Cruz,975.3700005281398,14.309023400716438
Liberia,461.92342331714474,10.262623771732322
Limon,365.37910220821334,6.759344089452483
Matina,619.2930622648826,7.488952537173597
Montes de Oro,941.3950159068702,12.2331996569565
Nicoya,471.31967981988475,10.130524213678042
Orotina,927.5272430319238,6.047212906211749
Osa,962.3355646274313,17.255898723725227
Parrita,3137.7719846876107,9.83400643799091
Perez Zeledón,199.10293741503264,9.426789216573711
Pococí,296.4154196580057,6.132814533322583
Puntarenas,212.11203154148373,4.693329160065072
Quepos,2300.695276052219,12.986842685219125
San Jose,30.284649792231743,5.2650211647546525
Santa Ana,133.60448099768237,12.621303413243211
SantaCruz,1932.5787347508215,12.70695580448629
Sarapiquí,640.5881874146372,6.980731932258103
Siquirres,320.9549825972743,6.614043037209943
Talamanca,510.13466076866257,8.052206205234727
Turrialba,446.2457284698655,15.826763206861958
Upala,209.82143065959102,12.296332843854183
