Canton,MSE,IS_95
Alajuela,0.0942507095597642,1.9161585105014052
Alajuelita,0.1676310393569223,2.4680934216117225
Atenas,0.8621041590164416,9.466846708616156
Cañas,1.8586483809546865,8.524376062521636
Carrillo,1.1364653935994462,3.644018937427632
Corredores,1.6059256216407434,2.035662933907906
Desamparados,0.06418318789714919,3.344760719713019
Esparza,0.5425792294278416,2.514950707342237
Garabito,0.8298869311233874,10.531909732523626
Golfito,0.9824714398752082,7.916085595316817
Guacimo,6.1816036112789705,4.737867684130331
La Cruz,2.5479230811669087,23.345387215307916
Liberia,1.8628620893801535,17.785968873051278
Limon,0.4461379516454442,1.6195590647888751
Matina,0.040428832694424405,2.6008429839266536
Montes de Oro,3.6577922683448745,19.206962692047906
Nicoya,0.7475715210548051,12.158924887039129
Orotina,1.0101958928948702,1.9325711967555477
Osa,1.6112800721930503,2.0504105038914626
Parrita,2.1918652536280647,9.324937350733656
Perez Zeledón,0.4656631156041121,1.591036476072843
Pococí,0.3913880647210864,1.813631782673236
Puntarenas,0.46273644630120997,1.928026752603877
Quepos,2.6198124475984645,16.468671490705514
San Jose,0.05915997861071586,2.5486729568351834
Santa Ana,1.1267051597846403,16.51101869648333
SantaCruz,1.0280468070323794,3.532103054937539
Sarapiquí,0.29129955541474833,2.023105993196188
Siquirres,1.082830023199826,1.8754159150493883
Talamanca,1.8942709338185877,1.4137144907087908
Turrialba,0.8574198966283137,1.8668128435697053
Upala,Inf,Inf
