Canton,MSE,IS_95
Alajuela,92.13154002890862,5.320328951149926
Alajuelita,49.563020089685374,13.043453618662177
Atenas,587.7700768745217,10.123469974945563
Cañas,1310.8869035133382,12.441322420181095
Carrillo,810.6245488361321,9.159517218387736
Corredores,581.6193271249858,8.812606755766469
Desamparados,33.0620082105189,8.098476025044981
Esparza,605.5593482135087,8.364724125517139
Garabito,1200.3800319368538,9.794599912358192
Golfito,405.3991527876752,8.319631422226395
Guacimo,249.40025625568194,4.447591503770357
La Cruz,980.8595724216312,14.418272401191604
Liberia,465.408447533028,10.23595784409101
Limon,361.08997499900937,6.445639018820304
Matina,639.5366149338386,7.533766349601277
Montes de Oro,942.8380181459885,12.158010922746893
Nicoya,460.2613971279778,10.291063890676597
Orotina,926.026656154297,5.979750536571034
Osa,971.297303036308,17.20446151260476
Parrita,3232.285782749092,10.044466104790644
Perez Zeledón,198.22056107685307,8.767488562963576
Pococí,293.05397858171256,5.920743552176463
Puntarenas,211.9191914281306,4.70334124688364
Quepos,2198.857345567704,12.451603807464886
San Jose,30.593843232332848,5.205976712064126
Santa Ana,134.69344339256912,12.68785515622947
SantaCruz,1941.4404258730538,12.828162737025352
Sarapiquí,631.1807904987769,6.92603490327757
Siquirres,327.13994385063523,6.46125952699797
Talamanca,516.8991219469041,7.907273119620262
Turrialba,441.9805781899155,15.518413425166269
Upala,208.0207083028704,12.158421317578878
