Canton,MSE,IS_95
Alajuela,92.81477501343069,5.352679318885662
Alajuelita,49.70526789981208,13.063172549091933
Atenas,585.4798462236218,10.089152163815061
Cañas,1314.1458787876393,12.47819344441361
Carrillo,814.1412893472049,9.162106477243231
Corredores,581.3543255713951,8.741709197067669
Desamparados,32.93253087880258,8.055633748003116
Esparza,596.1393640740362,8.28247998446902
Garabito,1201.8184971108653,9.743504206877423
Golfito,405.9877933889048,8.270294697976924
Guacimo,252.35655309330457,4.455610779558518
La Cruz,987.6552563895964,14.510654511816497
Liberia,466.8050958554043,10.344884682458341
Limon,364.7648105322479,6.528834958575744
Matina,652.2436609298496,7.640291397974793
Montes de Oro,939.7146862948184,12.08363497659676
Nicoya,457.7834743783828,10.222759896842057
Orotina,923.2342793585705,5.915151334324507
Osa,976.4034474667365,17.2650432894634
Parrita,3173.337220128843,9.869202336524854
Perez Zeledón,195.94914581227368,8.805630359075419
Pococí,294.6925030695378,5.9658390616431225
Puntarenas,211.33556408652947,4.671503334557887
Quepos,2196.6958328251985,12.45568364905899
San Jose,30.58757956191585,5.207246737884877
Santa Ana,134.85108145732485,12.661337964524378
SantaCruz,1944.8336461759905,12.849027852126968
Sarapiquí,631.1053216166721,6.934143342078892
Siquirres,331.6352337833957,6.489529738629596
Talamanca,516.5559573370928,7.89033901984004
Turrialba,442.5775124602276,15.549264207567195
Upala,207.73526395114607,12.139029321847538
