Canton,MSE,IS_95
Alajuela,92.36549514987487,5.334903893917532
Alajuelita,49.744786599479525,13.055949250246671
Atenas,586.7166926747076,10.17156863214025
Cañas,1312.7372321263185,12.449546635438129
Carrillo,822.2149978304707,9.17440371148986
Corredores,579.9655140422266,8.673398736856818
Desamparados,32.94528581403321,8.055008501184787
Esparza,604.6501537496848,8.373128830599406
Garabito,1210.2754355497632,9.888469348351764
Golfito,404.8115928495374,8.176814273192827
Guacimo,251.01693255689293,4.45984587601193
La Cruz,975.1356172615804,14.344271886749578
Liberia,460.1613531114551,10.104196865049278
Limon,361.7539937623007,6.410329291442375
Matina,647.1001772597659,7.570010376460586
Montes de Oro,943.6600062754608,12.177694591692696
Nicoya,462.5557000416517,10.254791199285364
Orotina,930.2270139980906,6.044075129115137
Osa,977.9789898216267,17.03649290853112
Parrita,3269.66791652814,10.106665675178409
Perez Zeledón,197.1941078780638,8.729531641674104
Pococí,294.14893075215906,5.952219044369544
Puntarenas,212.31451170521697,4.748197979358692
Quepos,2195.1532089288116,12.452544672171037
San Jose,30.551977856003205,5.206673514704991
Santa Ana,134.51115982339837,12.673001968640158
SantaCruz,1984.4211834772757,12.87226992493042
Sarapiquí,630.9202038858385,6.952007129829872
Siquirres,329.9888518778847,6.473150460489054
Talamanca,513.234503159462,7.76356546055507
Turrialba,442.73025026355987,15.54594416932715
Upala,207.69440804437428,12.11544152626167
