Canton,MSE,IS_95
Alajuela,0.09288041051300829,1.9295855765430256
Alajuelita,0.185213902511573,2.5300294345581067
Atenas,0.96359429365099,10.109471232694062
Cañas,1.8308307481831847,8.404310731321868
Carrillo,1.148005398107358,3.3973499422085105
Corredores,1.5670071669963657,2.244948271088586
Desamparados,0.09303784107028658,3.5261352016259377
Esparza,0.5407256566283913,2.4703031175940504
Garabito,0.9603498264651187,11.330924898620397
Golfito,1.0102511706661808,8.117837902946958
Guacimo,6.120443317640034,4.829849078930417
La Cruz,2.048580537548139,20.065615583601932
Liberia,1.7831952036842842,16.981282336118955
Limon,0.3715132067403702,1.6939642233669137
Matina,0.1100111364589356,2.807013658170502
Montes de Oro,3.945391012870421,20.53191598393594
Nicoya,0.6972000861558548,11.730624761726116
Orotina,1.0588248868776569,1.863372475030869
Osa,1.5815827529188784,2.2013995777029645
Parrita,2.2959476284418026,9.766316883347564
Perez Zeledón,0.4529539497947826,1.592780893347092
Pococí,0.3834950762897216,1.8571546633043858
Puntarenas,0.4759993187559535,1.8619418946783346
Quepos,2.766777731120208,17.63334590917574
San Jose,0.07008777209095149,2.6338374730847445
Santa Ana,1.2623657857774502,18.629630338469173
SantaCruz,0.9722558146169326,3.392432091969678
Sarapiquí,0.2970008649850591,2.067189031526427
Siquirres,1.0698039293652408,1.9462869969325656
Talamanca,0.7253358061695143,1.6274917732780108
Turrialba,0.8447604080704945,1.8922339353057123
Upala,Inf,Inf
